benchmark,n_queries,arm/method,metric,value,source_file,status,notes
LME,470,asym,FR@20,83.3156,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,b8,FR@20,83.5213,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,sign88,FR@20,82.4043,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float,FR@20,82.5887,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
LME,470,float_std,FR@20,88.6064,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sym,Hit@1,15.6265,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,asym,Hit@1,13.9007,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,b8,Hit@1,13.1915,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sign88,Hit@1,13.3333,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float,Hit@1,14.6099,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float_std,Hit@1,17.4468,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sym,FR@1,12.298,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,asym,FR@1,11.5228,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,b8,FR@1,10.9068,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sign88,FR@1,11.2023,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float,FR@1,11.6292,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float_std,FR@1,13.8341,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sym,Hit@3,29.7376,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,asym,Hit@3,26.383,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,b8,Hit@3,23.6879,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sign88,Hit@3,24.8227,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float,Hit@3,22.8369,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float_std,Hit@3,29.3617,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sym,FR@3,22.5535,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,asym,FR@3,20.0596,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,b8,FR@3,17.8456,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sign88,FR@3,18.6142,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float,FR@3,17.2534,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float_std,FR@3,22.91,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sym,Hit@5,36.6879,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,asym,Hit@5,33.4752,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,b8,Hit@5,32.0567,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sign88,Hit@5,32.766,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float,Hit@5,27.5177,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float_std,Hit@5,36.4539,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sym,Hit@10,46.6809,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,asym,Hit@10,43.5461,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,b8,Hit@10,41.5603,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sign88,Hit@10,42.2695,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float,Hit@10,36.5957,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float_std,Hit@10,48.5106,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sym,FR@10,34.5007,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,asym,FR@10,33.0558,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,b8,FR@10,31.6161,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sign88,FR@10,32.5089,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float,FR@10,27.8305,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float_std,FR@10,37.4678,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sym,Hit@20,54.991,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,asym,Hit@20,52.0567,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,b8,Hit@20,49.9291,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sign88,Hit@20,51.4894,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float,Hit@20,45.8156,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float_std,Hit@20,58.156,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sym,FR@20,41.6676,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,asym,FR@20,39.8769,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,b8,FR@20,38.5865,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,sign88,FR@20,39.294,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float,FR@20,36.0729,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
REALTALK,705,float_std,FR@20,44.7973,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/HIT10.json,CLAIM,producer re-read of frozen arms at multiple k; FR@3==lib_b8.exact_frac self-check
PerLTQA,8265,sym,Hit@1,35.3624,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,sym,Hit@3,59.0365,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,sym,Hit@10,75.7612,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,asym,Hit@1,38.3545,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,asym,Hit@3,63.7266,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,asym,Hit@10,80.1936,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,qscale,Hit@1,38.778,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,qscale,Hit@3,64.2468,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,qscale,Hit@10,80.0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,qscale_dot,Hit@1,38.778,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,qscale_dot,Hit@3,64.2468,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,qscale_dot,Hit@10,80.0,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,float_std,Hit@1,41.7423,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,float_std,Hit@3,67.8645,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,float_std,Hit@10,83.9564,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,sym,Hit@1,43.9007,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,sym,Hit@3,71.383,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,sym,Hit@10,86.0773,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,asym,Hit@1,40.2128,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,asym,Hit@3,67.8723,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,asym,Hit@10,85.7447,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,qscale,Hit@1,44.2553,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,qscale,Hit@3,72.1277,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,qscale,Hit@10,88.5106,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,qscale_dot,Hit@1,44.2553,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,qscale_dot,Hit@3,72.1277,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,qscale_dot,Hit@10,88.5106,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,float_std,Hit@1,47.6596,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,float_std,Hit@3,73.8298,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
LME,470,float_std,Hit@10,88.2979,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,sym,Hit@1,15.6265,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,sym,Hit@3,29.7376,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,sym,Hit@10,46.6809,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,asym,Hit@1,13.9007,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,asym,Hit@3,26.383,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,asym,Hit@10,43.5461,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,qscale,Hit@1,16.5957,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,qscale,Hit@3,29.5035,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,qscale,Hit@10,49.6454,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,qscale_dot,Hit@1,16.5957,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,qscale_dot,Hit@3,29.5035,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,qscale_dot,Hit@10,49.6454,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,float_std,Hit@1,17.4468,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,float_std,Hit@3,29.3617,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
REALTALK,705,float_std,Hit@10,48.5106,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE.json,CLAIM,doc bits UNCHANGED 12B/doc + archived std array; qscale==qscale_dot; matches verify_incoming at k=10
PerLTQA,8265,qscale-sym,Hit@10-contrast-pp,4.2388,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE_CI.json,CLAIM,"cluster-level 95CI [3.401690938989092, 5.0332507578830885] (query-level CI flagged WRONG)"
PerLTQA,8265,qscale-float_std,Hit@10-contrast-pp,-3.9564,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE_CI.json,CLAIM,"cluster-level 95CI [-4.743602124577499, -3.1884324913017807] (query-level CI flagged WRONG)"
PerLTQA,8265,asym-sym,Hit@10-contrast-pp,4.4324,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE_CI.json,CLAIM,"cluster-level 95CI [3.1994363968855506, 5.620699123377313] (query-level CI flagged WRONG)"
LME,470,qscale-sym,Hit@10-contrast-pp,2.4333,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE_CI.json,CLAIM,"cluster-level 95CI [0.6484295845997973, 4.265450861195542] (query-level CI flagged WRONG)"
LME,470,qscale-float_std,Hit@10-contrast-pp,0.2128,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE_CI.json,CLAIM,"cluster-level 95CI [-1.702127659574468, 2.127659574468085] (query-level CI flagged WRONG)"
LME,470,asym-sym,Hit@10-contrast-pp,-0.3327,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE_CI.json,CLAIM,"cluster-level 95CI [-2.696724079702803, 2.021276595744681] (query-level CI flagged WRONG)"
REALTALK,705,qscale-sym,Hit@10-contrast-pp,2.9645,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE_CI.json,CLAIM,"cluster-level 95CI [0.7896920452413904, 4.975856577401198] (query-level CI flagged WRONG)"
REALTALK,705,qscale-float_std,Hit@10-contrast-pp,1.1348,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE_CI.json,CLAIM,"cluster-level 95CI [-2.083405771905424, 4.213483146067416] (query-level CI flagged WRONG)"
REALTALK,705,asym-sym,Hit@10-contrast-pp,-3.1348,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/QSCALE_CI.json,CLAIM,"cluster-level 95CI [-8.071680202693322, 2.057759216156356] (query-level CI flagged WRONG)"
LoCoMo,1535,sym,Hit@10,43.8448,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,asym,Hit@10,38.5668,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,b8,Hit@10,36.4821,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,sign88,Hit@10,37.329,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
LoCoMo,1535,float,Hit@10,34.658,/mnt/c/Users/MDP/dev/llmzip-work/parallel_ideas_r1/hit10/LOCOMO.json,CLAIM,10 archives/1535 queries/5 skipped-no-gold; 156 audited gold corrections NOT applied; no historical float baseline
